,Movie name,Rating,Genres,Release_date,Runtime,Director,Url
1672,Hannah Montana: The Movie (2009),66.0,"Comedy,Drama,Family,Music,Romance",04/10/2009,              1h 42m          ,Peter Chelsom,https://www.themoviedb.org/movie/18126-hannah-montana-the-movie
1673,6 Underground (2019),63.0,"Action,Thriller,Comedy",12/13/2019,              2h 8m          ,Michael Bay,https://www.themoviedb.org/movie/509967-6-underground
1674,Kingsglaive: Final Fantasy XV (2016),68.0,"Animation,Science Fiction,Action",07/09/2016,              1h 55m          ,Takeshi Nozue,https://www.themoviedb.org/movie/390734-xv
1675,Spider-Man 2 (2004),72.0,"Action,Adventure,Fantasy",07/23/2004,              2h 7m          ,Sam Raimi,https://www.themoviedb.org/movie/558-spider-man-2
1676,The Nun (2005),55.0,"Horror,Mystery",11/03/2005,              1h 41m          ,Luis de la Madrid,https://www.themoviedb.org/movie/42968-la-monja
1677,Facing the Giants (2006),75.0,Drama,09/29/2006,              1h 51m          ,Alex Kendrick,https://www.themoviedb.org/movie/18925-facing-the-giants
1678,Astro Boy (2009),63.0,"Animation,Action,Family,Science Fiction",10/23/2009,              1h 34m          ,David Bowers,https://www.themoviedb.org/movie/16577-astro-boy
1679,Sugar Daddy (2021),63.0,Drama,04/09/2021,              1h 40m          ,Wendy Morgan,https://www.themoviedb.org/movie/763240-sugar-daddy
1680,Zathura: A Space Adventure (2005),64.0,"Family,Fantasy,Science Fiction,Adventure,Comedy",11/11/2005,              1h 41m          ,Jon Favreau,https://www.themoviedb.org/movie/6795-zathura-a-space-adventure
1681,Pearl Harbor (2001),69.0,"Action,War,History,Romance,Drama",05/21/2001,              3h 3m          ,Michael Bay,https://www.themoviedb.org/movie/676-pearl-harbor
1682,Friends with Benefits (2011),67.0,"Romance,Comedy",07/21/2011,              1h 49m          ,Will Gluck,https://www.themoviedb.org/movie/50544-friends-with-benefits
1683,Child's Play (2019),60.0,Horror,06/21/2019,              1h 30m          ,Lars Klevberg,https://www.themoviedb.org/movie/533642-child-s-play
1684,The Irregular at Magic High School: The Girl Who Summons the Stars (2017),60.0,"Science Fiction,Action,Animation,Fantasy",06/17/2017,              1h 30m          ,Risako Yoshida,https://www.themoviedb.org/movie/431821
1685,Ben 10 Alien Swarm (2009),63.0,Adventure,11/25/2009,              1h 30m          ,Alex Winter,https://www.themoviedb.org/movie/25642-ben-10-alien-swarm
1686,Blade (1998),67.0,"Horror,Action",08/21/1998,              2h          ,Stephen Norrington,https://www.themoviedb.org/movie/36647-blade
1687,A Dog's Journey (2019),81.0,"Family,Adventure,Drama",05/30/2019,              1h 49m          ,Gail Mancuso,https://www.themoviedb.org/movie/522518-a-dog-s-journey
1688,Romance (1999),54.0,"Drama,Romance",04/14/1999,              1h 39m          ,Catherine Breillat,https://www.themoviedb.org/movie/26338-romance
1689,Miracle in Cell No. 7 (2019),83.0,"Drama,Comedy,Family",10/11/2019,              2h 12m          ,Mehmet Ada Öztekin,https://www.themoviedb.org/movie/637920-7-kogustaki-mucize
1690,Percy Jackson: Sea of Monsters (2013),60.0,"Adventure,Family,Fantasy",08/07/2013,              1h 46m          ,Thor Freudenthal,https://www.themoviedb.org/movie/76285-percy-jackson-sea-of-monsters
1691,Snowpiercer (2013),69.0,"Action,Science Fiction,Drama",08/01/2013,              2h 7m          ,Bong Joon-ho,https://www.themoviedb.org/movie/110415-snowpiercer
1692,One Piece Film: Z (2012),75.0,"Action,Adventure,Animation",12/15/2012,              1h 48m          ,Tatsuya Nagamine,https://www.themoviedb.org/movie/176983
1693,Je te veux moi non plus (2021),57.0,"Comedy,Romance",03/26/2021,              1h 40m          ,Rodolphe Lauga,https://www.themoviedb.org/movie/799844-je-te-veux-moi-non-plus
1694,Speed (1994),71.0,"Action,Adventure,Crime",06/09/1994,              1h 56m          ,Jan de Bont,https://www.themoviedb.org/movie/1637-speed
1695,Blade II (2002),65.0,"Fantasy,Horror,Action,Thriller",03/22/2002,              1h 57m          ,Guillermo del Toro,https://www.themoviedb.org/movie/36586-blade-ii
1696,Son of the Mask (2005),42.0,"Fantasy,Comedy,Family,Adventure",02/18/2005,              1h 34m          ,Lawrence Guterman,https://www.themoviedb.org/movie/10214-son-of-the-mask
1697,Truth or Dare (2018),60.0,"Thriller,Horror",04/13/2018,              1h 40m          ,Jeff Wadlow,https://www.themoviedb.org/movie/460019-truth-or-dare
1698,El club del paro (2021),48.0,Comedy,09/17/2021,0,David Marqués,https://www.themoviedb.org/movie/809778-el-club-del-paro
1699,Dragon Ball & Dr. Slump Special (1997),20.0,"Animation,Action,Comedy,Science Fiction",10/04/2013,              1h 23m          ,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/965829-dragon-ball-dr-slump-special
1700,Summer Wars (2009),75.0,Animation,08/01/2009,              1h 54m          ,Mamoru Hosoda,https://www.themoviedb.org/movie/28874
1701,The Jack in the Box (2019),55.0,Horror,11/09/2019,              1h 27m          ,Lawrence Fowler,https://www.themoviedb.org/movie/622420-the-jack-in-the-box
1702,Tune in for Love (2019),79.0,"Romance,Drama",08/28/2019,              2h 2m          ,Jung Ji-woo,https://www.themoviedb.org/movie/570503
1703,The Blue Lagoon (1980),62.0,"Romance,Adventure",07/05/1980,              1h 44m          ,Randal Kleiser,https://www.themoviedb.org/movie/5689-the-blue-lagoon
1704,The Empire of Corpses (2015),60.0,"Animation,Mystery,Horror,Science Fiction",10/02/2015,              2h          ,Ryotaro Makihara,https://www.themoviedb.org/movie/342588
1705,Life (2017),64.0,"Horror,Science Fiction,Thriller",03/24/2017,              1h 44m          ,Daniel Espinosa,https://www.themoviedb.org/movie/395992-life
1706,Monster High: Welcome to Monster High (2016),67.0,"Animation,Family",08/27/2016,              1h 13m          ,"Stephen Donnelly , Olly Reid , Jun Falkenstein",https://www.themoviedb.org/movie/413736-monster-high-welcome-to-monster-high
1707,Johnny English Reborn (2011),62.0,"Crime,Adventure,Action,Comedy,Thriller",10/21/2011,              1h 41m          ,Oliver Parker,https://www.themoviedb.org/movie/58233-johnny-english-reborn
1708,DRagON BALL P2 2wice dropda bbeet (2008),15.0,,07/01/2008,              1m          ,Petra Cortright,https://www.themoviedb.org/movie/796822-dragon-ball-p2-2wice-dropda-bbeet
1709,Transporter 3 (2008),61.0,"Action,Adventure,Thriller,Crime",12/05/2008,              1h 44m          ,Olivier Megaton,https://www.themoviedb.org/movie/13387-transporter-3
1710,Hotel Desire (2011),59.0,"Drama,Romance",12/07/2011,              38m          ,Sergej Moya,https://www.themoviedb.org/movie/82023-hotel-desire
1711,When Marnie Was There (2014),80.0,"Animation,Drama",07/19/2014,              1h 43m          ,Hiromasa Yonebayashi,https://www.themoviedb.org/movie/242828
1712,The Girl Next Door (2004),67.0,"Comedy,Romance",04/09/2004,              1h 50m          ,Luke Greenfield,https://www.themoviedb.org/movie/10591-the-girl-next-door
1713,Schindler's List (1993),86.0,"Drama,History,War",06/13/1994,              3h 15m          ,Steven Spielberg,https://www.themoviedb.org/movie/424-schindler-s-list
1714,Now You See Me 2 (2016),68.0,"Thriller,Action,Comedy",06/10/2016,              2h 9m          ,Jon M. Chu,https://www.themoviedb.org/movie/291805-now-you-see-me-2
1715,Space Jam (1996),69.0,"Family,Animation,Comedy,Science Fiction",11/15/1996,              1h 28m          ,Joe Pytka,https://www.themoviedb.org/movie/2300-space-jam
1716,Planes (2013),59.0,"Animation,Family,Adventure,Comedy",08/09/2013,              1h 31m          ,Klay Hall,https://www.themoviedb.org/movie/151960-planes
1717,Instructions for Su (2021),78.0,"Comedy,Drama",04/08/2021,              1h 32m          ,José Ramón Chávez Delgado,https://www.themoviedb.org/movie/676842-despues-de-ti
1718,The Rugrats Movie (1998),62.0,"Family,Animation,Comedy,Adventure",11/20/1998,              1h 19m          ,"Norton Virgien , Igor Kovalyov",https://www.themoviedb.org/movie/14444-the-rugrats-movie
1719,Avengers Grimm (2015),40.0,"Action,Fantasy",03/17/2015,              1h 30m          ,Jeremy M. Inman,https://www.themoviedb.org/movie/323660-avengers-grimm
1720,Dolittle (2020),67.0,"Family,Fantasy,Adventure",01/17/2020,              1h 41m          ,Stephen Gaghan,https://www.themoviedb.org/movie/448119-dolittle
1721,Blood Diamond (2006),75.0,"Drama,Thriller,Action",06/25/2007,              2h 23m          ,Edward Zwick,https://www.themoviedb.org/movie/1372-blood-diamond
1722,Snow White and the Huntsman (2012),60.0,"Adventure,Fantasy,Drama",06/01/2012,              2h 7m          ,Rupert Sanders,https://www.themoviedb.org/movie/58595-snow-white-and-the-huntsman
1723,Jack and Jill (2011),43.0,Comedy,11/11/2011,              1h 31m          ,Dennis Dugan,https://www.themoviedb.org/movie/71880-jack-and-jill
1724,Silent Hill (2006),65.0,"Horror,Mystery",04/21/2006,              2h 5m          ,Christophe Gans,https://www.themoviedb.org/movie/588-silent-hill
1725,Turbo: A Power Rangers Movie (1997),57.0,"Action,Adventure,Family,Fantasy,Science Fiction,Thriller",03/27/1997,              1h 39m          ,"Shuki Levy , David Winning",https://www.themoviedb.org/movie/6499-turbo-a-power-rangers-movie
1726,Hulk (2003),55.0,"Action,Science Fiction",06/20/2003,              2h 18m          ,Ang Lee,https://www.themoviedb.org/movie/1927-hulk
1727,"Snoopy Presents: To Mom (and Dad), With Love (2022)",60.0,Animation,05/06/2022,              38m          ,Clay Kaytis,https://www.themoviedb.org/movie/949581-snoopy-presents-to-mom-and-dad-with-love
1728,Se7en (1995),83.0,"Crime,Mystery,Thriller",09/22/1995,              2h 7m          ,David Fincher,https://www.themoviedb.org/movie/807-se7en
1729,Halo Effect (2012),35.0,"Adventure,Documentary",01/01/2012,              47m          ,Steve Fisher,https://www.themoviedb.org/movie/127708-halo-effect
1730,Lilo & Stitch 2: Stitch Has a Glitch (2005),66.0,"Animation,Family,Comedy,Science Fiction",08/29/2005,              1h 8m          ,"Michael LaBash , Tony Leondis",https://www.themoviedb.org/movie/20760-lilo-stitch-2-stitch-has-a-glitch
1731,The Grudge (2004),59.0,"Horror,Mystery,Thriller",10/22/2004,              1h 32m          ,Takashi Shimizu,https://www.themoviedb.org/movie/1970-the-grudge
1732,Halloween (2018),65.0,"Horror,Thriller",10/19/2018,              1h 46m          ,David Gordon Green,https://www.themoviedb.org/movie/424139-halloween
1733,Pipeline (2021),72.0,"Crime,Adventure",05/26/2021,              1h 48m          ,Yoo Ha,https://www.themoviedb.org/movie/618200
1734,The Thing (1982),80.0,"Horror,Mystery,Science Fiction",06/25/1982,              1h 49m          ,John Carpenter,https://www.themoviedb.org/movie/1091-the-thing
1735,Tony Hawk: Until the Wheels Fall Off (2022),68.0,Documentary,04/05/2022,              2h 15m          ,Sam Jones,https://www.themoviedb.org/movie/881198-tony-hawk-until-the-wheels-fall-off
1736,Star Wars: Episode III - Revenge of the Sith (2005),74.0,"Science Fiction,Adventure,Action",05/20/2005,              2h 20m          ,George Lucas,https://www.themoviedb.org/movie/1895-star-wars-episode-iii-revenge-of-the-sith
1737,Where the Wild Things Are (2009),65.0,"Family,Fantasy,Science Fiction,Drama",10/16/2009,              1h 41m          ,Spike Jonze,https://www.themoviedb.org/movie/16523-where-the-wild-things-are
1738,How to Be Single (2016),62.0,"Comedy,Romance",02/12/2016,              1h 50m          ,Christian Ditter,https://www.themoviedb.org/movie/259694-how-to-be-single
1739,Parker (2013),60.0,"Action,Crime",01/25/2013,              1h 58m          ,Taylor Hackford,https://www.themoviedb.org/movie/119283-parker
1740,Sex and Lucía (2001),66.0,"Drama,Romance",08/24/2001,              2h 8m          ,Julio Medem,https://www.themoviedb.org/movie/1364-lucia-y-el-sexo
1741,Little Women (2019),79.0,"Drama,Romance",12/25/2019,              2h 15m          ,Greta Gerwig,https://www.themoviedb.org/movie/331482-little-women
1742,Franco Escamilla: Clown! (2022),0.0,Comedy,04/28/2022,              2h 36m          ,Franco Escamilla,https://www.themoviedb.org/movie/960713-franco-escamilla-payaso
1743,Naruto: Legend of the Stone of Gelel (2005),66.0,"Animation,Adventure,Fantasy",08/06/2005,              1h 36m          ,Hirotsugu Kawasaki,https://www.themoviedb.org/movie/16910-naruto
1744,A Nightmare on Elm Street (1984),73.0,Horror,11/16/1984,              1h 31m          ,Wes Craven,https://www.themoviedb.org/movie/377-a-nightmare-on-elm-street
1745,Focus (2015),69.0,"Romance,Comedy,Crime,Drama",02/27/2015,              1h 45m          ,"John Requa , Glenn Ficarra",https://www.themoviedb.org/movie/256591-focus
1746,Reaching Distance (2018),59.0,"Drama,Mystery,Thriller",10/01/2018,              1h 33m          ,David Fairhurst,https://www.themoviedb.org/movie/553962-reaching-distance
1747,Sekaiichi Hatsukoi Movie (2014),63.0,"Animation,Romance,Drama",03/15/2014,              50m          ,Chiaki Kon,https://www.themoviedb.org/movie/448441
1748,Hellboy (2019),55.0,"Fantasy,Action,Adventure,Science Fiction",04/12/2019,              2h 1m          ,Neil Marshall,https://www.themoviedb.org/movie/456740-hellboy
1749,The Porno Killers (1980),31.0,"Crime,Action",04/20/1980,              1h 22m          ,Roberto Mauri,https://www.themoviedb.org/movie/288985-le-porno-killers
1750,Haunting of the Mary Celeste (2020),58.0,Horror,10/23/2020,              1h 14m          ,Shana Betz,https://www.themoviedb.org/movie/756278-haunting-of-the-mary-celeste
1751,Rocky II (1979),72.0,Drama,06/15/1979,              1h 59m          ,Sylvester Stallone,https://www.themoviedb.org/movie/1367-rocky-ii
1752,Alien (1979),81.0,"Horror,Science Fiction",12/06/1979,              1h 57m          ,Ridley Scott,https://www.themoviedb.org/movie/348-alien
1753,Transformers: Beginnings (2006),69.0,"Animation,Action,Thriller,Science Fiction",10/16/2006,              22m          ,Ridley Scott,https://www.themoviedb.org/movie/25565-transformers-beginnings
1754,Bride Wars (2009),62.0,"Comedy,Romance",01/09/2009,              1h 29m          ,Gary Winick,https://www.themoviedb.org/movie/10521-bride-wars
1755,Project Almanac (2015),66.0,"Science Fiction,Thriller,Drama",01/30/2015,              1h 46m          ,Dean Israelite,https://www.themoviedb.org/movie/227719-project-almanac
1756,Angel Has Fallen (2019),65.0,"Action,Thriller",08/23/2019,              2h 2m          ,Ric Roman Waugh,https://www.themoviedb.org/movie/423204-angel-has-fallen
1757,Con Air (1997),67.0,"Action,Thriller,Crime",06/06/1997,              1h 56m          ,Simon West,https://www.themoviedb.org/movie/1701-con-air
1758,The Curious Case of Benjamin Button (2008),76.0,"Drama,Fantasy,Romance",12/25/2008,              2h 46m          ,David Fincher,https://www.themoviedb.org/movie/4922-the-curious-case-of-benjamin-button
1759,"As Above, So Below (2014)",67.0,"Horror,Thriller",08/29/2014,              1h 33m          ,John Erick Dowdle,https://www.themoviedb.org/movie/256274-as-above-so-below
1760,The Happening (2008),53.0,"Thriller,Science Fiction",06/13/2008,              1h 31m          ,M. Night Shyamalan,https://www.themoviedb.org/movie/8645-the-happening
1761,Licorice Pizza (2021),71.0,"Drama,Comedy",12/25/2021,              2h 13m          ,Paul Thomas Anderson,https://www.themoviedb.org/movie/718032-licorice-pizza
1762,Friday the 13th (2009),58.0,Horror,02/13/2009,              1h 37m          ,Marcus Nispel,https://www.themoviedb.org/movie/13207-friday-the-13th
1763,Together Together (2021),68.0,Comedy,04/23/2021,              1h 30m          ,Nikole Beckwith,https://www.themoviedb.org/movie/776515-together-together
1764,Mercenaries (2014),54.0,Action,08/05/2014,              1h 30m          ,Christopher Ray,https://www.themoviedb.org/movie/277597-mercenaries
1765,Courageous (2011),75.0,Drama,09/30/2011,              2h 9m          ,Alex Kendrick,https://www.themoviedb.org/movie/72213-courageous
1766,Spell (2020),64.0,"Thriller,Horror",06/22/2021,              1h 31m          ,Mark Tonderai,https://www.themoviedb.org/movie/621151-spell
1767,Parasyte: Part 1 (2014),71.0,"Science Fiction,Horror",11/29/2014,              1h 49m          ,Takashi Yamazaki,https://www.themoviedb.org/movie/282069
1768,Wolf Children (2012),83.0,"Animation,Drama,Family,Fantasy",07/21/2012,              1h 57m          ,Mamoru Hosoda,https://www.themoviedb.org/movie/110420
