,Movie name,Rating,Genres,Release_date,Runtime,Director,Url
1508,Fresh (2022),68.0,"Horror,Thriller",01/20/2022,              1h 54m          ,Mimi Cave,https://www.themoviedb.org/movie/787752-fresh
1509,Pulp Fiction (1994),85.0,"Thriller,Crime",10/14/1994,              2h 34m          ,Quentin Tarantino,https://www.themoviedb.org/movie/680-pulp-fiction
1510,You Should Have Left (2020),59.0,Horror,06/19/2020,              1h 33m          ,David Koepp,https://www.themoviedb.org/movie/514593-you-should-have-left
1511,Kama Sutra: A Tale of Love (1996),57.0,"Drama,History,Romance",02/28/1997,              1h 57m          ,Mira Nair,https://www.themoviedb.org/movie/28005-kama-sutra-a-tale-of-love
1512,The Lost Daughter (2021),66.0,Drama,12/17/2021,              2h 2m          ,Maggie Gyllenhaal,https://www.themoviedb.org/movie/554230-the-lost-daughter
1513,Star Wars: Episode I - The Phantom Menace (1999),65.0,"Adventure,Action,Science Fiction",05/19/1999,              2h 16m          ,George Lucas,https://www.themoviedb.org/movie/1893-star-wars-episode-i-the-phantom-menace
1514,Bungo Stray Dogs: Dead Apple (2018),82.0,"Animation,Action,Comedy,Mystery,Crime,Fantasy",03/03/2018,              1h 30m          ,Takuya Igarashi,https://www.themoviedb.org/movie/483455-dead-apple
1515,Resort to Love (2021),73.0,"Romance,Comedy",07/29/2021,              1h 41m          ,Steven K. Tsuchida,https://www.themoviedb.org/movie/785539-resort-to-love
1516,The Princess Switch 3: Romancing the Star (2021),69.0,"Romance,Comedy",11/18/2021,              1h 46m          ,Mike Rohl,https://www.themoviedb.org/movie/785533-the-princess-switch-3-romancing-the-star
1517,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou (2016),72.0,Animation,12/03/2016,              1h 30m          ,Shunsuke Tada,https://www.themoviedb.org/movie/448969
1518,Cult of Chucky (2017),58.0,"Horror,Thriller",10/23/2017,              1h 31m          ,Don Mancini,https://www.themoviedb.org/movie/393345-cult-of-chucky
1519,Extraction (2020),74.0,"Drama,Action,Thriller",04/24/2020,              1h 56m          ,Sam Hargrave,https://www.themoviedb.org/movie/545609-extraction
1520,10.0 Earthquake (2014),49.0,"Drama,Adventure,Action",10/15/2014,              1h 28m          ,David Gidali,https://www.themoviedb.org/movie/302666-10-0-earthquake
1521,Gods of Egypt (2016),56.0,"Action,Adventure,Fantasy",02/25/2016,              2h 7m          ,Alex Proyas,https://www.themoviedb.org/movie/205584-gods-of-egypt
1522,Men in Black II (2002),63.0,"Action,Adventure,Comedy,Science Fiction",08/02/2002,              1h 28m          ,Barry Sonnenfeld,https://www.themoviedb.org/movie/608-men-in-black-ii
1523,Sicario: Day of the Soldado (2018),69.0,"Action,Crime,Drama,Thriller",06/29/2018,              2h 2m          ,Stefano Sollima,https://www.themoviedb.org/movie/400535-sicario-day-of-the-soldado
1524,Saving Private Ryan (1998),82.0,"Drama,History,War",07/24/1998,              2h 49m          ,Steven Spielberg,https://www.themoviedb.org/movie/857-saving-private-ryan
1525,Good Will Hunting (1997),81.0,Drama,01/09/1998,              2h 7m          ,Gus Van Sant,https://www.themoviedb.org/movie/489-good-will-hunting
1526,Back to the Future (1985),83.0,"Adventure,Comedy,Science Fiction,Family",07/03/1985,              1h 56m          ,Robert Zemeckis,https://www.themoviedb.org/movie/105-back-to-the-future
1527,State of Play (2009),68.0,"Thriller,Drama,Mystery",04/17/2009,              2h 7m          ,Kevin Macdonald,https://www.themoviedb.org/movie/16995-state-of-play
1528,Cast Away (2000),77.0,"Adventure,Drama",12/22/2000,              2h 23m          ,Robert Zemeckis,https://www.themoviedb.org/movie/8358-cast-away
1529,Pride & Prejudice (2005),81.0,"Drama,Romance",11/11/2005,              2h 7m          ,Joe Wright,https://www.themoviedb.org/movie/4348-pride-prejudice
1530,The Watch (2012),55.0,"Comedy,Action,Science Fiction",07/27/2012,              1h 42m          ,Akiva Schaffer,https://www.themoviedb.org/movie/80035-the-watch
1531,Rush Hour 2 (2001),67.0,"Action,Comedy,Crime",08/03/2001,              1h 30m          ,Brett Ratner,https://www.themoviedb.org/movie/5175-rush-hour-2
1532,Robert Reborn (2019),42.0,Horror,04/05/2022,              1h 25m          ,Andrew Jones,https://www.themoviedb.org/movie/586097-robert-reborn
1533,No Good Deed (2014),60.0,"Crime,Thriller",09/12/2014,              1h 23m          ,Sam Miller,https://www.themoviedb.org/movie/136835-no-good-deed
1534,Armageddon (1998),68.0,"Action,Thriller,Science Fiction,Adventure",07/01/1998,              2h 31m          ,Michael Bay,https://www.themoviedb.org/movie/95-armageddon
1535,Legally Blonde (2001),67.0,Comedy,07/13/2001,              1h 36m          ,Robert Luketic,https://www.themoviedb.org/movie/8835-legally-blonde
1536,Diary of a Nymphomaniac (2008),55.0,"Drama,Romance",10/17/2008,              1h 42m          ,Christian Molina,https://www.themoviedb.org/movie/19173-diario-de-una-ninfomana
1537,Life Is Beautiful (1997),85.0,"Comedy,Drama",12/20/1997,              1h 56m          ,Roberto Benigni,https://www.themoviedb.org/movie/637-la-vita-e-bella
1538,Bigbug (2022),53.0,"Science Fiction,Comedy",02/11/2022,              1h 51m          ,Jean-Pierre Jeunet,https://www.themoviedb.org/movie/665828-bigbug
1539,Don't Blame the Kid (2016),76.0,"Comedy,Romance",05/13/2016,              1h 53m          ,Gustavo Loza,https://www.themoviedb.org/movie/369299-que-culpa-tiene-el-nino
1540,Regular Show: The Movie (2015),78.0,"Animation,Comedy,Science Fiction,TV Movie",09/01/2015,              1h 10m          ,J.G. Quintel,https://www.themoviedb.org/movie/354857-regular-show-the-movie
1541,One Piece 3D: Straw Hat Chase (2011),67.0,Animation,03/19/2011,              30m          ,Hiroyuki Satou,https://www.themoviedb.org/movie/79082-one-piece-3d
1542,21 Jump Street (2012),69.0,"Action,Comedy,Crime",04/20/2012,              1h 49m          ,"Phil Lord , Christopher Miller",https://www.themoviedb.org/movie/64688-21-jump-street
1543,Saw 3D (2010),60.0,"Horror,Crime",10/29/2010,              1h 30m          ,Kevin Greutert,https://www.themoviedb.org/movie/41439-saw-3d
1544,Sherlock Holmes: A Game of Shadows (2011),71.0,"Adventure,Action,Crime,Mystery",12/16/2011,              2h 9m          ,Guy Ritchie,https://www.themoviedb.org/movie/58574-sherlock-holmes-a-game-of-shadows
1545,The Lego Batman Movie (2017),72.0,"Animation,Action,Comedy",02/10/2017,              1h 44m          ,Chris McKay,https://www.themoviedb.org/movie/324849-the-lego-batman-movie
1546,Daisy Quokka: World’s Scariest Animal (2021),67.0,"Animation,Comedy,Family",02/04/2021,              1h 28m          ,Ricard Cussó,https://www.themoviedb.org/movie/778814-daisy-quokka-world-s-scariest-animal
1547,Piranha 3D (2010),54.0,"Comedy,Horror",08/20/2010,              1h 28m          ,Alexandre Aja,https://www.themoviedb.org/movie/43593-piranha-3d
1548,Fantastic Four (2005),58.0,"Action,Adventure,Fantasy,Science Fiction",07/08/2005,              1h 46m          ,Tim Story,https://www.themoviedb.org/movie/9738-fantastic-four
1549,Flavors of Youth (2018),68.0,"Animation,Romance,Drama",08/04/2018,              1h 14m          ,"Li Haoling , Xiaoxing Yi , Yoshitaka Takeuchi",https://www.themoviedb.org/movie/513347
1550,28 Days Later (2002),72.0,"Horror,Thriller,Science Fiction",06/27/2003,              1h 53m          ,Danny Boyle,https://www.themoviedb.org/movie/170-28-days-later
1551,Hereditary (2018),72.0,"Horror,Mystery,Thriller",06/21/2018,              2h 8m          ,Ari Aster,https://www.themoviedb.org/movie/493922-hereditary
1552,Sonic: Christmas Blast (1996),52.0,"Action,Animation,Comedy",10/23/2007,              20m          ,Blair Peters,https://www.themoviedb.org/movie/87442-sonic-christmas-blast
1553,The Handmaiden (2016),83.0,"Thriller,Drama,Romance",06/01/2016,              2h 25m          ,Park Chan-wook,https://www.themoviedb.org/movie/290098
1554,Men in Black: International (2019),60.0,"Comedy,Science Fiction",06/14/2019,              1h 55m          ,F. Gary Gray,https://www.themoviedb.org/movie/479455-men-in-black-international
1555,Blackhat (2015),54.0,"Crime,Thriller,Action",01/16/2015,              2h 13m          ,Michael Mann,https://www.themoviedb.org/movie/201088-blackhat
1556,Meet the Robinsons (2007),69.0,"Animation,Comedy,Family",03/28/2007,              1h 35m          ,Stephen J. Anderson,https://www.themoviedb.org/movie/1267-meet-the-robinsons
1557,Fantastic Four: Rise of the Silver Surfer (2007),56.0,"Adventure,Fantasy,Action,Thriller",06/15/2007,              1h 32m          ,Tim Story,https://www.themoviedb.org/movie/1979-fantastic-four-rise-of-the-silver-surfer
1558,The Legend of La Llorona (2022),57.0,"Horror,Thriller",01/07/2022,              1h 38m          ,Patricia Harris Seeley,https://www.themoviedb.org/movie/631947-la-llorona
1559,"Sex, Shame & Tears (1999)",67.0,"Comedy,Drama,Romance",06/18/1999,              1h 50m          ,Antonio Serrano,https://www.themoviedb.org/movie/22512-sexo-pudor-y-lagrimas
1560,The Jungle Book (2016),69.0,"Family,Adventure,Drama,Fantasy",04/08/2016,              1h 46m          ,Jon Favreau,https://www.themoviedb.org/movie/278927-the-jungle-book
1561,Sputnik (2020),65.0,"Science Fiction,Drama,Horror",11/04/2020,              1h 53m          ,Egor Abramenko,https://www.themoviedb.org/movie/594718
1562,Overboard (2018),67.0,"Romance,Comedy",05/04/2018,              1h 52m          ,Rob Greenberg,https://www.themoviedb.org/movie/454619-overboard
1563,Goosebumps (2015),63.0,"Adventure,Horror,Comedy",10/23/2015,              1h 43m          ,Rob Letterman,https://www.themoviedb.org/movie/257445-goosebumps
1564,Paranormal Activity: Tokyo Night (2010),61.0,"Horror,Thriller",11/20/2010,              1h 31m          ,Toshikazu Nagae,https://www.themoviedb.org/movie/59429-2-tokyo-night
1565,LEGO Monkie Kid: A Hero Is Born (2020),63.0,"Animation,TV Movie,Action,Comedy,Fantasy",03/13/2021,              45m          ,Toshikazu Nagae,https://www.themoviedb.org/movie/852663-lego-monkie-kid-a-hero-is-born
1566,Dune (1984),62.0,"Action,Science Fiction,Adventure",12/14/1984,              2h 17m          ,David Lynch,https://www.themoviedb.org/movie/841-dune
1567,The BFG (2016),62.0,"Adventure,Family,Fantasy",07/01/2016,              1h 57m          ,Steven Spielberg,https://www.themoviedb.org/movie/267935-the-bfg
1568,Midsommar (2019),71.0,"Horror,Drama,Mystery",07/03/2019,              2h 28m          ,Ari Aster,https://www.themoviedb.org/movie/530385-midsommar
1569,Saw IV (2007),61.0,"Horror,Thriller,Crime",10/25/2007,              1h 36m          ,Darren Lynn Bousman,https://www.themoviedb.org/movie/663-saw-iv
1570,So Undercover (2012),62.0,"Action,Comedy",12/06/2012,              1h 34m          ,Tom Vaughan,https://www.themoviedb.org/movie/93837-so-undercover
1571,Rogue One: A Star Wars Story (2016),75.0,"Action,Adventure,Science Fiction",12/16/2016,              2h 13m          ,Gareth Edwards,https://www.themoviedb.org/movie/330459-rogue-one-a-star-wars-story
1572,Spy (2015),68.0,"Action,Comedy,Crime",06/05/2015,              2h          ,Paul Feig,https://www.themoviedb.org/movie/238713-spy
1573,Marley & Me (2008),72.0,"Comedy,Family",12/25/2008,              1h 55m          ,David Frankel,https://www.themoviedb.org/movie/14306-marley-me
1574,The Emoji Movie (2017),55.0,"Animation,Family,Comedy",07/23/2017,              1h 26m          ,Tony Leondis,https://www.themoviedb.org/movie/378236-the-emoji-movie
1575,No Fighting in the War Room Or: Dr Strangelove and the Nuclear Threat (2004),50.0,Documentary,10/28/2004,              30m          ,John Scheinfeld,https://www.themoviedb.org/movie/196733-no-fighting-in-the-war-room-or-dr-strangelove-and-the-nuclear-threat
1576,Contraband (2012),63.0,"Thriller,Action,Drama,Crime",03/16/2012,              1h 49m          ,Baltasar Kormákur,https://www.themoviedb.org/movie/77866-contraband
1577,Pocahontas (1995),70.0,"Adventure,Animation,Family,Romance",06/23/1995,              1h 21m          ,"Eric Goldberg , Mike Gabriel",https://www.themoviedb.org/movie/10530-pocahontas
1578,Parallel Mothers (2021),69.0,Drama,10/08/2021,              2h 3m          ,Pedro Almodóvar,https://www.themoviedb.org/movie/766798-madres-paralelas
1579,Bright: Samurai Soul (2021),58.0,"Animation,Action,Fantasy",10/12/2021,              1h 20m          ,Kyohei Ishiguro,https://www.themoviedb.org/movie/839100
1580,Bordello of Blood (1996),59.0,"Horror,Comedy",08/16/1996,              1h 27m          ,Gilbert Adler,https://www.themoviedb.org/movie/9431-bordello-of-blood
1581,Semen Demon (2005),63.0,"Horror,Fantasy",07/29/2005,              56m          ,Minoru Inao,https://www.themoviedb.org/movie/245992-hentai-kazoku
1582,Crystal Skulls (2014),48.0,"Adventure,Science Fiction,TV Movie",09/06/2014,              1h 28m          ,Todor Chapkanov,https://www.themoviedb.org/movie/291167-crystal-skulls
1583,Rush Hour 3 (2007),64.0,"Action,Comedy,Crime",08/10/2007,              1h 31m          ,Brett Ratner,https://www.themoviedb.org/movie/5174-rush-hour-3
1584,The Godfather: Part II (1974),86.0,"Drama,Crime",12/20/1974,              3h 22m          ,Francis Ford Coppola,https://www.themoviedb.org/movie/240-the-godfather-part-ii
1585,Leprechaun (1993),56.0,"Comedy,Horror",01/08/1993,              1h 31m          ,Mark Jones,https://www.themoviedb.org/movie/11811-leprechaun
1586,Never Back Down (2008),67.0,"Drama,Action",03/04/2008,              1h 55m          ,Jeff Wadlow,https://www.themoviedb.org/movie/8456-never-back-down
1587,The Last Witch Hunter (2015),59.0,"Fantasy,Action,Adventure,Science Fiction",10/23/2015,              1h 46m          ,Breck Eisner,https://www.themoviedb.org/movie/274854-the-last-witch-hunter
1588,Dragons: Dawn Of The Dragon Racers (2014),72.0,"Animation,Family,Adventure,Comedy,Fantasy",05/26/2015,              26m          ,"John Sanford , Elaine Bogan",https://www.themoviedb.org/movie/298115-dragons-dawn-of-the-dragon-racers
1589,Boiling Point (2021),74.0,"Drama,Thriller",07/05/2021,              1h 32m          ,Philip Barantini,https://www.themoviedb.org/movie/807196-boiling-point
1590,The Revenant (2015),75.0,"Western,Drama,Adventure",01/29/2016,              2h 37m          ,Alejandro González Iñárritu,https://www.themoviedb.org/movie/281957-the-revenant
1591,The Exorcism of Emily Rose (2005),65.0,"Crime,Drama,Horror,Thriller",09/09/2005,              2h 2m          ,Scott Derrickson,https://www.themoviedb.org/movie/8643-the-exorcism-of-emily-rose
1592,Rush (2013),77.0,"Drama,Action",09/20/2013,              2h 3m          ,Ron Howard,https://www.themoviedb.org/movie/96721-rush
1593,Pandora (2016),75.0,"Thriller,Drama,Action",12/07/2016,              2h 16m          ,Park Jung-woo,https://www.themoviedb.org/movie/429450
1594,Intersect (2020),58.0,"Horror,Science Fiction,Thriller",09/15/2020,              1h 59m          ,Gus Holwerda,https://www.themoviedb.org/movie/736509-intersect
1595,Independence Day: Resurgence (2016),53.0,"Action,Adventure,Science Fiction",06/24/2016,              2h          ,Gus Holwerda,https://www.themoviedb.org/movie/47933-independence-day-resurgence
1596,The Mortuary Collection (2020),69.0,"Fantasy,Horror",10/08/2020,              1h 48m          ,Ryan Spindell,https://www.themoviedb.org/movie/524216-the-mortuary-collection
1597,My Extraordinary Summer with Tess (2019),74.0,Drama,07/03/2019,              1h 22m          ,Steven Wouterlood,https://www.themoviedb.org/movie/575803-mijn-bijzonder-rare-week-met-tess
1598,Samson (2018),58.0,"Action,Drama,Adventure",02/16/2018,              1h 50m          ,Bruce Macdonald,https://www.themoviedb.org/movie/474392-samson
1599,Warcraft (2016),63.0,"Action,Adventure,Fantasy",06/10/2016,              2h 3m          ,Duncan Jones,https://www.themoviedb.org/movie/68735-warcraft
1600,Addams Family Values (1993),69.0,"Comedy,Family,Fantasy",11/19/1993,              1h 34m          ,Barry Sonnenfeld,https://www.themoviedb.org/movie/2758-addams-family-values
1601,The Monkey King (2014),56.0,"Action,Adventure,Family",01/25/2014,              1h 59m          ,Soi Cheang,https://www.themoviedb.org/movie/119892
1602,Into the White (2012),69.0,"War,Action,Drama",03/09/2012,              1h 44m          ,Petter Næss,https://www.themoviedb.org/movie/78215-into-the-white
1603,Greta (2018),66.0,"Mystery,Thriller,Horror",04/19/2019,              1h 38m          ,Neil Jordan,https://www.themoviedb.org/movie/471506-greta
1604,Endangered Species (2021),61.0,"Thriller,Action",05/28/2021,              1h 41m          ,M.J. Bassett,https://www.themoviedb.org/movie/817451-endangered-species
1605,Choose or Die (2022),53.0,"Horror,Thriller,Drama",04/15/2022,              1h 25m          ,Toby Meakins,https://www.themoviedb.org/movie/838484-choose-or-die
1606,Princess Protection Program (2009),66.0,"Family,TV Movie,Comedy,Drama",06/26/2009,              1h 29m          ,Allison Liddi-Brown,https://www.themoviedb.org/movie/19458-princess-protection-program
1607,The Boss Baby: Get That Baby! (2020),69.0,"Comedy,Family,Animation",09/01/2020,              24m          ,Allison Liddi-Brown,https://www.themoviedb.org/movie/735364-the-boss-baby-get-that-baby
1608,The Rental (2020),56.0,Horror,07/24/2020,              1h 28m          ,Dave Franco,https://www.themoviedb.org/movie/587496-the-rental
1609,The Hustle (2019),63.0,Comedy,05/10/2019,              1h 34m          ,Chris Addison,https://www.themoviedb.org/movie/449562-the-hustle
1610,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),60.0,"Action,Adventure,Comedy,Family,Science Fiction",06/03/2016,              1h 52m          ,Dave Green,https://www.themoviedb.org/movie/308531-teenage-mutant-ninja-turtles-out-of-the-shadows
1611,Breathless (2021),59.0,"Crime,Drama,Thriller",08/11/2021,              1h 46m          ,Ettore D'Alessandro,https://www.themoviedb.org/movie/860425-sinaliento
1612,The Addams Family (1991),70.0,"Comedy,Fantasy",11/22/1991,              1h 42m          ,Barry Sonnenfeld,https://www.themoviedb.org/movie/2907-the-addams-family
1613,Bridge to Terabithia (2007),73.0,"Adventure,Drama,Family",02/16/2007,              1h 36m          ,Gábor Csupó,https://www.themoviedb.org/movie/1265-bridge-to-terabithia
1614,Naruto: Ninja Clash in the Land of Snow (2004),72.0,"Comedy,Action,Animation,Adventure",08/21/2004,              1h 22m          ,Tensai Okamura,https://www.themoviedb.org/movie/16907-naruto
1615,Hostel: Part II (2007),58.0,Horror,06/08/2007,              1h 33m          ,Tensai Okamura,https://www.themoviedb.org/movie/1691-hostel-part-ii
1616,Sex Doll (2016),55.0,"Drama,Thriller,Mystery",12/07/2016,              1h 42m          ,Sylvie Verheyde,https://www.themoviedb.org/movie/412520-sex-doll
1617,Alvin and the Chipmunks: Chipwrecked (2011),57.0,"Comedy,Fantasy,Family,Music,Animation",12/16/2011,              1h 27m          ,Mike Mitchell,https://www.themoviedb.org/movie/55301-alvin-and-the-chipmunks-chipwrecked
1618,Sin Nombre (2009),76.0,"Drama,Action,Thriller,Crime",04/17/2009,              1h 36m          ,Cary Joji Fukunaga,https://www.themoviedb.org/movie/21191-sin-nombre
1619,The Platform (2019),70.0,"Drama,Science Fiction,Thriller",11/08/2019,              1h 35m          ,Galder Gaztelu-Urrutia,https://www.themoviedb.org/movie/619264-el-hoyo
1620,Scream 4 (2011),64.0,"Horror,Mystery",04/15/2011,              1h 51m          ,Wes Craven,https://www.themoviedb.org/movie/41446-scream-4
1621,Young Mother 3 (2015),59.0,Romance,09/03/2015,              1h 35m          ,Chae Gil-byeong,https://www.themoviedb.org/movie/386716-3
1622,Friday the 13th Part 2 (1981),61.0,"Horror,Thriller",05/01/1981,              1h 27m          ,Steve Miner,https://www.themoviedb.org/movie/9725-friday-the-13th-part-2
1623,Green Lantern: Emerald Knights (2011),67.0,"Action,Adventure,Animation,Science Fiction,Drama",06/07/2011,              1h 24m          ,"Christopher Berkeley , Lauren Montgomery , Jay Oliva",https://www.themoviedb.org/movie/65291-green-lantern-emerald-knights
1624,Tinker Bell (2008),68.0,"Animation,Family,Adventure,Fantasy",10/27/2008,              1h 18m          ,Bradley Raymond,https://www.themoviedb.org/movie/13179-tinker-bell
1625,The Other Guys (2010),63.0,"Comedy,Action,Crime",08/06/2010,              1h 47m          ,Adam McKay,https://www.themoviedb.org/movie/27581-the-other-guys
1626,Bad Boys II (2003),66.0,"Adventure,Action,Comedy,Thriller,Crime",07/18/2003,              2h 27m          ,Michael Bay,https://www.themoviedb.org/movie/8961-bad-boys-ii
1627,The Garden of Words (2013),76.0,"Animation,Drama,Romance",05/31/2013,              46m          ,Makoto Shinkai,https://www.themoviedb.org/movie/198375
1628,Ice Age: The Great Egg-Scapade (2016),64.0,"Adventure,Animation,Comedy,Family,TV Movie",03/19/2016,              25m          ,Ricardo Curtis,https://www.themoviedb.org/movie/387893-ice-age-the-great-egg-scapade
1629,The Book of Daniel (2013),73.0,"Fantasy,Drama",10/01/2013,              1h 28m          ,Anna Zielinski,https://www.themoviedb.org/movie/227859-the-book-of-daniel
1630,Pretty Woman (1990),74.0,"Romance,Comedy",03/23/1990,              1h 59m          ,Garry Marshall,https://www.themoviedb.org/movie/114-pretty-woman
1631,Life As We Know It (2010),69.0,"Comedy,Romance,Drama",10/08/2010,              1h 54m          ,Greg Berlanti,https://www.themoviedb.org/movie/38408-life-as-we-know-it
1632,Smurfs: The Lost Village (2017),63.0,"Family,Adventure,Animation,Comedy",04/21/2017,              1h 29m          ,Kelly Asbury,https://www.themoviedb.org/movie/137116-smurfs-the-lost-village
1633,The Villainess (2017),69.0,"Drama,Action",06/08/2017,              2h 9m          ,Jung Byung-gil,https://www.themoviedb.org/movie/437109
1634,Bring It On: Worldwide #Cheersmack (2017),60.0,"Comedy,Romance",10/17/2017,              1h 35m          ,Robert Adetuyi,https://www.themoviedb.org/movie/467248-bring-it-on-worldwide-cheersmack
1635,P2 (2007),61.0,"Horror,Thriller",11/09/2007,              1h 38m          ,Franck Khalfoun,https://www.themoviedb.org/movie/13474-p2
1636,Perfect Strangers (2017),67.0,"Drama,Comedy",12/01/2017,              1h 41m          ,Álex de la Iglesia,https://www.themoviedb.org/movie/435126-perfectos-desconocidos
1637,Iron Mask (2019),62.0,"Adventure,Fantasy",09/19/2019,              2h 1m          ,Oleg Stepchenko,https://www.themoviedb.org/movie/428045
1638,Earwig and the Witch (2021),60.0,"Animation,Fantasy,Family",08/27/2021,              1h 22m          ,Goro Miyazaki,https://www.themoviedb.org/movie/683127
1639,Little Man (2006),59.0,"Comedy,Crime",08/31/2006,              1h 38m          ,Keenen Ivory Wayans,https://www.themoviedb.org/movie/9072-little-man
1640,Parasyte: Part 2 (2015),70.0,"Science Fiction,Horror",04/25/2015,              1h 57m          ,Takashi Yamazaki,https://www.themoviedb.org/movie/282070
1641,The Pursuit of Happyness (2006),79.0,Drama,12/14/2006,              1h 57m          ,Gabriele Muccino,https://www.themoviedb.org/movie/1402-the-pursuit-of-happyness
1642,Jurassic Park (1993),79.0,"Adventure,Science Fiction",04/15/1994,              2h 7m          ,Steven Spielberg,https://www.themoviedb.org/movie/329-jurassic-park
1643,The Equalizer 2 (2018),66.0,"Action,Thriller,Crime",07/20/2018,              2h 1m          ,Antoine Fuqua,https://www.themoviedb.org/movie/345887-the-equalizer-2
1644,Constantine: The House of Mystery (2022),50.0,"Animation,Fantasy,Horror,Action",05/03/2022,              27m          ,Matt Peters,https://www.themoviedb.org/movie/791348-constantine-the-house-of-mystery
1645,The Legend of the Nahuala (2007),76.0,"Animation,Family,Fantasy",10/31/2007,              1h 20m          ,Ricardo Arnaiz,https://www.themoviedb.org/movie/29826-la-leyenda-de-la-nahuala
1646,Life of Pi (2012),74.0,"Adventure,Drama,Action",11/21/2012,              2h 7m          ,Ang Lee,https://www.themoviedb.org/movie/87827-life-of-pi
1647,Dragon Ball: Nippon Ijin Taisho (2007),40.0,,04/08/2007,              10m          ,Ang Lee,https://www.themoviedb.org/movie/751793-dragon-ball-nippon-ijin-taisho
1648,Léon: The Professional (1994),83.0,"Crime,Drama,Action",09/23/1996,              1h 51m          ,Luc Besson,https://www.themoviedb.org/movie/101-leon-the-professional
1649,The Barbie Diaries (2006),62.0,"Family,Animation",12/31/2006,              1h 10m          ,"Eric Fogel , Kallan Kagan",https://www.themoviedb.org/movie/21705-the-barbie-diaries
1650,American Pie Presents: Band Camp (2005),55.0,Comedy,12/30/2005,              1h 34m          ,Steve Rash,https://www.themoviedb.org/movie/8274-american-pie-presents-band-camp
1651,Predator 2 (1990),62.0,"Science Fiction,Action,Thriller",11/20/1990,              1h 48m          ,Stephen Hopkins,https://www.themoviedb.org/movie/169-predator-2
1652,The Amityville Harvest (2020),67.0,Horror,10/20/2020,              1h 38m          ,Thomas J. Churchill,https://www.themoviedb.org/movie/732472-the-amityville-harvest
1653,The French Dispatch (2021),72.0,"Comedy,Drama,Romance",10/29/2021,              1h 48m          ,Wes Anderson,https://www.themoviedb.org/movie/542178-the-french-dispatch
1654,Whiplash (2014),84.0,"Drama,Music",10/15/2014,              1h 47m          ,Damien Chazelle,https://www.themoviedb.org/movie/244786-whiplash
1655,After Earth (2013),52.0,"Science Fiction,Action,Adventure",05/31/2013,              1h 40m          ,M. Night Shyamalan,https://www.themoviedb.org/movie/82700-after-earth
1656,Saw VI (2009),62.0,"Horror,Mystery",10/22/2009,              1h 36m          ,Kevin Greutert,https://www.themoviedb.org/movie/22804-saw-vi
1657,The Guilty (2021),64.0,"Drama,Thriller",09/24/2021,              1h 31m          ,Antoine Fuqua,https://www.themoviedb.org/movie/567748-the-guilty
1658,Sex and the City 2 (2010),61.0,"Comedy,Drama,Romance",05/27/2010,              2h 26m          ,Michael Patrick King,https://www.themoviedb.org/movie/37786-sex-and-the-city-2
1659,Terrifier (2016),65.0,"Horror,Thriller",10/15/2016,              1h 24m          ,Damien Leone,https://www.themoviedb.org/movie/420634-terrifier
1660,The Christmas Chronicles: Part Two (2020),66.0,"Family,Fantasy,Adventure,Comedy",11/18/2020,              1h 52m          ,Chris Columbus,https://www.themoviedb.org/movie/654028-the-christmas-chronicles-part-two
1661,Friday the 13th: The Final Chapter (1984),61.0,Horror,04/13/1984,              1h 31m          ,Joseph Zito,https://www.themoviedb.org/movie/9730-friday-the-13th-the-final-chapter
1662,The Blair Witch Project (1999),63.0,"Horror,Mystery",07/30/1999,              1h 21m          ,"Daniel Myrick , Eduardo Sánchez",https://www.themoviedb.org/movie/2667-the-blair-witch-project
1663,Barbie Mariposa & the Fairy Princess (2013),70.0,"Animation,Family,Fantasy",08/27/2013,              1h 15m          ,William Lau,https://www.themoviedb.org/movie/196254-barbie-mariposa-the-fairy-princess
1664,John and the Hole (2021),58.0,"Thriller,Drama,Mystery",08/06/2021,              1h 38m          ,Pascual Sisto,https://www.themoviedb.org/movie/682532-john-and-the-hole
1665,The Imitation Game (2014),80.0,"History,Drama,Thriller,War",12/19/2014,              1h 53m          ,Morten Tyldum,https://www.themoviedb.org/movie/205596-the-imitation-game
1666,Barbie Fairytopia: Magic of the Rainbow (2007),68.0,"Animation,Family,Fantasy,Romance",03/13/2007,              1h 15m          ,William Lau,https://www.themoviedb.org/movie/16962-barbie-fairytopia-magic-of-the-rainbow
1667,Superfast! (2015),50.0,"Comedy,Action",04/02/2015,              1h 39m          ,"Jason Friedberg , Aaron Seltzer",https://www.themoviedb.org/movie/325358-superfast
1668,R.I.P.D. (2013),58.0,"Fantasy,Action,Comedy,Crime",07/19/2013,              1h 36m          ,Robert Schwentke,https://www.themoviedb.org/movie/49524-r-i-p-d
1669,The Mermaid (2016),64.0,"Comedy,Fantasy,Romance",02/08/2016,              1h 33m          ,Stephen Chow,https://www.themoviedb.org/movie/381890
1670,Chemical Hearts (2020),75.0,"Drama,Romance",08/21/2020,              1h 33m          ,Richard Tanne,https://www.themoviedb.org/movie/621013-chemical-hearts
1671,The Empty Man (2020),62.0,"Horror,Mystery,Thriller",10/23/2020,              2h 17m          ,David Prior,https://www.themoviedb.org/movie/516632-the-empty-man
