,Movie name,Overview,Release_date,Rating,Genres,Runtime,Director,Language,Certification,Budget,Revenue,Url
1868,Star Trek Into Darkness (2013),"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",05/16/2013,73.0,"Action,Adventure,Science Fiction", 2h 12m,J.J. Abrams,English,PG-13,"$190,000,000.00","$467,365,246.00",https://www.themoviedb.org/movie/54138-star-trek-into-darkness
1869,Come True (2020),"Looking for an escape from her recurring nightmares, 18-year-old Sarah submits to a university sleep study, but soon realizes she's become the conduit to a frightening new discovery.",09/24/2020,62.0,"Science Fiction,Horror", 1h 45m,Anthony Scott Burns,English,14,-,"$70,459.00",https://www.themoviedb.org/movie/515454-come-true
1870,Insidious: Chapter 3 (2015),"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",06/05/2015,63.0,"Horror,Drama,Thriller", 1h 37m,Anthony Scott Burns,English,PG-13,"$10,000,000.00","$104,303,851.00",https://www.themoviedb.org/movie/280092-insidious-chapter-3
1871,The Transporter (2002),"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",10/02/2002,67.0,"Action,Crime,Thriller", 1h 32m,"Louis Leterrier , Corey Yuen",English,PG-13,"$21,000,000.00","$43,928,932.00",https://www.themoviedb.org/movie/4108-the-transporter
1872,This Isn't Sex Tape XXX: It's A Spoof! (2014),A private sex tape is accidently uploaded to the internet. Their loss equals our gain!,08/07/2014,0.0,, 2h 21m,"Louis Leterrier , Corey Yuen",English,Not mentioned,-,-,https://www.themoviedb.org/movie/968174-this-isn-t-sex-tape-xxx-it-s-a-spoof
1873,Arcadeología (2021),"Who is in charge of preserving the legacy of video games? Arcadeology follows the passing of experts who, at the expense of the Valencian Arcade Vintage association, are trying to recover our digital heritage and are responsible for the creation of the most filled museum of video games in Spain, Ibi (Alicante).",07/29/2021,60.0,Documentary, 1h 40m,Mario-Paul Martínez,Castilian,Not mentioned,-,-,https://www.themoviedb.org/movie/853424-arcadeologia
1874,American Wedding (2003),"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",08/01/2003,62.0,"Comedy,Romance", 1h 43m,Jesse Dylan,English,R,"$55,000,000.00","$231,449,203.00",https://www.themoviedb.org/movie/8273-american-wedding
1875,Shut In (2016),"A widowed child psychologist lives in an isolated existence in rural New England. When caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",11/11/2016,53.0,"Drama,Thriller", 1h 31m,Farren Blackburn,English,A,"$10,000,000.00","$13,082,071.00",https://www.themoviedb.org/movie/329981-shut-in
1876,Chicken Run (2000),"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Ginger the chicken along with the help of Rocky the American rooster decide to rebel and lead their fellow chickens in a great escape from the murderous farmers Mr. and Mrs. Tweedy and their farm of doom.",06/23/2000,67.0,"Animation,Comedy,Family", 1h 24m,"Nick Park , Peter Lord",English,G,"$45,000,000.00","$224,834,564.00",https://www.themoviedb.org/movie/7443-chicken-run
1877,The Witch (2015),"In 1630s New England, William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness, exiled from their settlement when William defies the local church. When their newborn son vanishes and crops mysteriously fail, the family turns on one another.",02/19/2016,69.0,"Horror,Mystery,Drama,Fantasy", 1h 32m,Robert Eggers,English,R,"$3,500,000.00","$40,423,945.00",https://www.themoviedb.org/movie/310131-the-witch
1878,Tomb Raider (2018),"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",03/16/2018,64.0,"Action,Adventure,Fantasy", 1h 58m,Roar Uthaug,English,PG-13,"$94,000,000.00","$274,650,803.00",https://www.themoviedb.org/movie/338970-tomb-raider
1879,Outcast (2014),"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel Uncle, who seeks their deaths.",02/27/2015,50.0,Action, 1h 38m,Nick Powell,English,16,"$25,000,000.00","$5,148,503.00",https://www.themoviedb.org/movie/289720-outcast
1880,40 Years Young (2022),"After turning 40, César is invited to a culinary contest in Cancún, but a bitter discovery threatens to destroy his family as well as his chances to win the competition.",03/10/2022,59.0,Comedy, 1h 21m,Pietro Loprieno,Castilian,15,-,-,https://www.themoviedb.org/movie/949270-cuarentones
1881,Insidious: The Last Key (2018),"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",01/05/2018,62.0,"Horror,Mystery,Thriller", 1h 43m,Adam Robitel,English,PG-13,"$10,000,000.00","$167,184,112.00",https://www.themoviedb.org/movie/406563-insidious-the-last-key
1882,Chinese Zodiac (2012),"Asian Hawk leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",01/04/2013,61.0,"Action,Adventure", 1h 49m,Jackie Chan,Cantonese,U,"$48,000,000.00","$171,339,013.00",https://www.themoviedb.org/movie/98567
1883,Respect the Jux (2022),"A corrupted young man ventures to the United States in quest of the American Dream, and forms a band of robbers to obtain it.",05/06/2022,35.0,"Crime,Drama,Thriller,Action",0,G.H. Goba,English,Not mentioned,-,-,https://www.themoviedb.org/movie/962675-respect-the-jux
1884,Van Helsing (2004),Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,07/02/2004,63.0,"Horror,Adventure,Action", 2h 12m,Stephen Sommers,English,PG-13,"$160,000,000.00","$300,257,475.00",https://www.themoviedb.org/movie/7131-van-helsing
1885,Frankenweenie (2012),"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",10/05/2012,69.0,"Animation,Comedy,Family", 1h 27m,Stephen Sommers,English,PG,"$39,000,000.00","$81,493,846.00",https://www.themoviedb.org/movie/62214-frankenweenie
1886,Battleship (2012),"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",04/13/2012,58.0,"Thriller,Action,Adventure,Science Fiction", 2h 11m,Peter Berg,English,PG-13,"$209,000,000.00","$303,025,485.00",https://www.themoviedb.org/movie/44833-battleship
1887,The Gentlemen (2019),"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",01/24/2020,77.0,"Crime,Action,Comedy", 1h 53m,Guy Ritchie,English,R,"$22,000,000.00","$114,996,853.00",https://www.themoviedb.org/movie/522627-the-gentlemen
1888,Jason Bourne (2016),The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,07/29/2016,63.0,"Action,Thriller"," 2h 3m
",Paul Greengrass,English,PG-13,"$120,000,000.00","$415,484,914.00",https://www.themoviedb.org/movie/324668-jason-bourne
1889,Easy A (2010),"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",09/17/2010,68.0,Comedy, 1h 33m,Will Gluck,English,PG-13,"$8,000,000.00","$75,026,327.00",https://www.themoviedb.org/movie/37735-easy-a
1890,Father Stu (2022),"The true-life story of boxer-turned-priest, Father Stuart Long, whose journey from self-destruction to redemption inspired countless people along the way.",04/13/2022,72.0,Drama," 2h 4m
",Rosalind Ross,English,R,-,-,https://www.themoviedb.org/movie/809140-father-stu
1891,Clueless (1995),"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",07/19/1995,73.0,"Comedy,Romance", 1h 37m,Amy Heckerling,English,PG-13,"$12,000,000.00","$56,631,572.00",https://www.themoviedb.org/movie/9603-clueless
1892,The Lorax (2012),"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",05/18/2012,65.0,"Animation,Family", 1h 26m,"Kyle Balda , Chris Renaud",English,PG,"$70,000,000.00","$348,840,316.00",https://www.themoviedb.org/movie/73723-the-lorax
1893,Malena (2000),"On the day in 1940 that Italy enters the war, two things happen to the 12-year-old Renato: he gets his first bike, and he gets his first look at Malèna. She is a beautiful, silent outsider who's moved to this Sicilian town to be with her husband, Nico. He promptly goes off to war, leaving her to the lustful eyes of the men and the sharp tongues of the women. During the next few years, as Renato grows toward manhood, he watches Malèna suffer and prove her mettle. He sees her loneliness, then grief when Nico is reported dead, the effects of slander on her relationship with her father, her poverty and search for work, and final humiliations. Will Renato learn courage from Malèna and stand up for her?",10/27/2000,74.0,Drama, 1h 49m,Giuseppe Tornatore,Italian,R,-,"$14,493,284.00",https://www.themoviedb.org/movie/10867-malena
1894,Trust No One: The Hunt for the Crypto King (2022),"When the young founder of a collapsing cryptocurrency exchange dies unexpectedly, irate investors suspect there's more to his death than meets the eye.",03/30/2022,58.0,"Documentary,Crime", 1h 30m,Luke Sewell,English,R,-,-,https://www.themoviedb.org/movie/946327-trust-no-one-the-hunt-for-the-crypto-king
1895,Hunter Killer (2018),"Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",10/26/2018,68.0,"Action,Thriller"," 2h 1m
",Donovan Marsh,English,R,"$40,000,000.00","$31,672,678.00",https://www.themoviedb.org/movie/399402-hunter-killer
1896,Playhouse (2020),"Reckless Jack Travis is an irreverent horror writer notorious for scaring audiences. But as he obsesses over creating a new theatre show set in a haunted Scottish castle, demonic disturbances from deep within the walls begin to prey on his troubled daughter. When the alarming supernatural forces start to close in on him too, Jack is forced to reckon with the terrifying consequences of creating such a dark and macabre play. But will he realise the danger of unearthing a historic curse and stop writing before he damns himself, his personal sanity and those he loves forever?",11/17/2020,55.0,"Horror,Thriller", 1h 27m,"Fionn Watts , Toby Watts",English,16,-,-,https://www.themoviedb.org/movie/728791-playhouse
1897,How I Fell in Love with a Gangster (2022),"A mysterious woman recounts the rise and fall of Nikodem ""Nikoś"" Skotarczak, one of the biggest gangsters in Poland's history. Inspired by a true story.",01/05/2022,67.0,"Crime,Drama", 2h 59m,Maciej Kawulski,Polish,R21,-,-,https://www.themoviedb.org/movie/809972-jak-pokochalam-gangstera
