,Movie name,Overview,Release_date,Rating,Genres,Runtime,Director,Language,Certification,Budget,Revenue,Url
2494,Children of the Corn (1984),A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.,03/09/1984,57.0,"Horror,Thriller", 1h 32m,Fritz Kiersch,English,R,"$800,000.00","$14,568,989.00",https://www.themoviedb.org/movie/10823-children-of-the-corn
2495,DAKAICHI -I'm Being Harassed by the Sexiest Man of the Year- The Movie: In Spain (2021),"Takato Saijo has reigned as the idol industry's ""Most Huggable"" for five years, that is, until freshman actor Azumaya. Takato was always considered brusque while Azumaya's smile is winning over admirers by comparison. The whole fiasco drives Takuto to over indulge in alcohol and his actions catch the attention of the last person he wants to see. To his surprise, Azumaya uses this new info to blackmail Takuto for physical affection.",10/09/2021,56.0,"Animation,Drama,Comedy", 1h 18m,Naoyuki Tatsuwa,Japanese,Not mentioned,-,-,https://www.themoviedb.org/movie/820530-1
2496,The Hills Have Eyes 2 (2007),A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.,03/22/2007,55.0,"Horror,Thriller", 1h 29m,Martin Weisz,English,R,"$15,000,000.00","$37,697,773.00",https://www.themoviedb.org/movie/9793-the-hills-have-eyes-2
2497,Unfaithful (2002),"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",05/10/2002,66.0,"Thriller,Drama"," 2h 4m
",Adrian Lyne,English,R,"$50,000,000.00","$119,137,784.00",https://www.themoviedb.org/movie/2251-unfaithful
2498,2001: A Space Odyssey (1968),"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",10/04/2017,81.0,"Science Fiction,Mystery,Adventure", 2h 29m,Stanley Kubrick,English,G,"$12,000,000.00","$71,923,560.00",https://www.themoviedb.org/movie/62-2001-a-space-odyssey
2499,Dragon Ball: The Path to Power (1996),"A retelling of Dragon Ball's origin with a different take on the meeting of Goku, Bulma, and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them.",03/04/1996,73.0,"Animation,Adventure,Fantasy", 1h 20m,Shigeyasu Yamauchi,Japanese,PG,-,-,https://www.themoviedb.org/movie/39148
2500,Justice League vs. Teen Titans (2016),Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,05/13/2016,74.0,"Science Fiction,Action,Animation", 1h 18m,Sam Liu,English,PG-13,-,-,https://www.themoviedb.org/movie/379291-justice-league-vs-teen-titans
2501,Saint Seiya: Evil Goddess Eris (1987),"When Seiya, Hyōga and Shun visit Saori (Athena) at the orphanage, they meet an employee called Eri. An orphan herself, Eri takes a liking to Hyōga and one night they sit outside watching the stars. They see a shooting star and Hyōga asks Eri to make a wish. After Hyōga leaves, however, Eri becomes powerfully attracted to the shooting star and wanders alone into the woods, where she finds a golden apple. She is then possessed by Eris, the Goddess of Discord, and kidnaps Athena, planning to use the golden apple to suck her energy out, fully reincarnate and take over the world. Eris leaves a message for the Bronze Saints, who set out for the goddess's temple which appears on the mountains. There, the heroes fight the five Ghost Saints: Maya of Sagitta, Orpheus of Lyra, Christ of the Southern Cross, Jan of Scutum (called by the Japanese name Tateza) and Jäger of Orion.",07/18/1987,71.0,"Action,Animation,Fantasy"," 46m
  ",Kouzou Morishita,Japanese,12,-,-,https://www.themoviedb.org/movie/83090
2502,Dumbo (2019),"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",03/29/2019,67.0,"Family,Fantasy,Adventure", 1h 52m,Tim Burton,English,PG,"$170,000,000.00","$215,832,199.00",https://www.themoviedb.org/movie/329996-dumbo
2503,Batman: Hush (2019),"A mysterious new villain known only as Hush uses a gallery of villains to destroy Batman's crime-fighting career as well as Bruce Wayne's personal life, which has been further complicated by a relationship with Selina Kyle/Catwoman.",07/20/2019,73.0,"Science Fiction,Crime,Animation,Mystery,Action", 1h 22m,Justin Copeland,English,PG-13,-,-,https://www.themoviedb.org/movie/537056-batman-hush
2504,Mission: Impossible III (2006),"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",06/16/2006,67.0,"Adventure,Action,Thriller"," 2h 6m
",J.J. Abrams,English,PG-13,"$150,000,000.00","$397,850,012.00",https://www.themoviedb.org/movie/956-mission-impossible-iii
2505,Black Swan (2010),A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,02/25/2011,76.0,"Drama,Thriller,Horror", 1h 48m,Darren Aronofsky,English,R,"$13,000,000.00","$329,398,046.00",https://www.themoviedb.org/movie/44214-black-swan
2506,The Pacifier (2005),Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,03/04/2005,61.0,"Comedy,Family", 1h 35m,Adam Shankman,English,PG,"$56,000,000.00","$198,636,868.00",https://www.themoviedb.org/movie/10022-the-pacifier
2507,The Loft (2014),"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",01/30/2015,64.0,Thriller, 1h 48m,Erik Van Looy,English,R,"$14,000,000.00","$10,076,790.00",https://www.themoviedb.org/movie/72784-the-loft
2508,Ray Donovan: The Movie (2022),"A showdown decades in the making brings the Donovan family legacy full circle. As the events that made Ray who he is today finally come to light, the Donovans find themselves drawn back to Boston to face the past. Each of them struggles to overcome their violent upbringing, but destiny dies hard, and only their fierce love for each other keeps them in the fight.",01/15/2022,70.0,"Drama,TV Movie", 1h 40m,David Hollander,English,R,-,-,https://www.themoviedb.org/movie/800425-ray-donovan-the-movie
2509,Underworld: Rise of the Lycans (2009),"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",02/06/2009,65.0,"Fantasy,Action,Thriller", 1h 32m,Patrick Tatopoulos,English,A,"$35,000,000.00","$92,158,961.00",https://www.themoviedb.org/movie/12437-underworld-rise-of-the-lycans
2510,The Hunt (2020),"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",03/13/2020,66.0,"Action,Thriller,Horror", 1h 30m,Craig Zobel,English,R,"$14,000,000.00","$8,621,288.00",https://www.themoviedb.org/movie/514847-the-hunt
2511,Pixie Hollow Games (2011),"Rosetta and new arrival Chloe band together to try to break the garden fairies' legendary losing streak in the Pixie Hollow Games, a sports spectacle filled with pixie pageantry, fantastic fairy events and hilarious surprises.",12/24/2011,69.0,"Animation,Family"," 23m
  ",Bradley Raymond,English,G,-,-,https://www.themoviedb.org/movie/86130-pixie-hollow-games
2512,Planet 51 (2009),"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",12/04/2009,58.0,"Family,Comedy,Science Fiction,Adventure,Animation", 1h 31m,Jorge Blanco,English,PG,"$70,000,000.00","$104,945,765.00",https://www.themoviedb.org/movie/16866-planet-51
2513,Another Cinderella Story (2008),"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",09/16/2008,68.0,"Music,Comedy", 1h 30m,Damon Santostefano,English,PG,"$5,000,000.00",-,https://www.themoviedb.org/movie/15157-another-cinderella-story
2514,Charlie's Angels (2019),"When a systems engineer blows the whistle on a dangerous technology, Charlie's Angels from across the globe are called into action, putting their lives on the line to protect society.",01/02/2020,66.0,"Action,Adventure,Comedy,Science Fiction", 1h 58m,Elizabeth Banks,English,PG-13,"$48,000,000.00","$73,279,888.00",https://www.themoviedb.org/movie/458897-charlie-s-angels
2515,Superman Returns (2006),"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",06/30/2006,57.0,"Science Fiction,Action,Adventure", 2h 34m,Bryan Singer,English,PG-13,"$270,000,000.00","$391,081,192.00",https://www.themoviedb.org/movie/1452-superman-returns
2516,The Beverly Hillbillies (1993),"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck",10/15/1993,62.0,Comedy, 1h 33m,Penelope Spheeris,English,PG,-,-,https://www.themoviedb.org/movie/11041-the-beverly-hillbillies
2517,Wild Tales (2014),Six deadly stories that explore the extremities of human behaviour involving distressed people seeking revenge.,08/21/2014,78.0,"Drama,Thriller,Comedy"," 2h 2m
",Damián Szifron,Castilian,R,"$4,000,000.00","$27,007,072.00",https://www.themoviedb.org/movie/265195-relatos-salvajes
2518,Batman & Robin (1997),Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.,06/20/1997,43.0,"Science Fiction,Action,Fantasy"," 2h 5m
",Joel Schumacher,English,PG-13,"$125,000,000.00","$238,207,122.00",https://www.themoviedb.org/movie/415-batman-robin
2519,Brahms: The Boy II (2020),"After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",02/20/2020,60.0,"Horror,Mystery,Thriller", 1h 26m,William Brent Bell,English,PG-13,"$10,000,000.00","$20,311,536.00",https://www.themoviedb.org/movie/555974-brahms-the-boy-ii
2520,The Peanuts Movie (2015),"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",11/06/2015,68.0,"Adventure,Comedy,Animation,Family", 1h 28m,Steve Martino,English,G,"$99,000,000.00","$246,233,113.00",https://www.themoviedb.org/movie/227973-the-peanuts-movie
2521,Superman/Batman: Public Enemies (2009),"United States President Lex Luthor uses the oncoming trajectory of a Kryptonite meteor to frame Superman and declare a $1 billion bounty on the heads of the Man of Steel and his ‘partner in crime’, Batman. Heroes and villains alike launch a relentless pursuit of Superman and Batman, who must unite—and recruit help—to try and stave off the action-packed onslaught, stop the meteor Luthors plot.",09/29/2009,70.0,"Science Fiction,Animation,Action,Adventure,Family"," 1h 7m
",Sam Liu,English,PG-13,-,-,https://www.themoviedb.org/movie/22855-superman-batman-public-enemies
2522,Idiocracy (2006),"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",09/01/2006,63.0,"Adventure,Comedy,Science Fiction", 1h 24m,Mike Judge,English,R,"$30,000,000.00","$495,303.00",https://www.themoviedb.org/movie/7512-idiocracy
2523,Upgrade (2018),"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.",06/01/2018,75.0,"Action,Thriller,Science Fiction", 1h 40m,Leigh Whannell,English,R,"$5,000,000.00","$16,593,554.00",https://www.themoviedb.org/movie/500664-upgrade
2524,The Descent (2005),"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",08/04/2006,70.0,"Adventure,Horror", 1h 39m,Leigh Whannell,English,R,"$3,500,000.00","$57,130,027.00",https://www.themoviedb.org/movie/9392-the-descent
2525,Tremors: A Cold Day in Hell (2018),"Burt Gummer (Michael Gross) and his son Travis Welker (Jamie Kennedy) find themselves up to their ears in Graboids and Ass-Blasters when they head to Canada to investigate a series of deadly giant-worm attacks. Arriving at a remote research facility in the artic tundra, Burt begins to suspect that Graboids are secretly being weaponized, but before he can prove his theory, he is sidelined by Graboid venom. With just 48 hours to live, the only hope is to create an antidote from fresh venom — but to do that, someone will have to figure out how to milk a Graboid!",11/03/2018,60.0,"Action,Adventure,Science Fiction,Fantasy,Comedy,Horror", 1h 38m,Don Michael Paul,English,PG-13,-,-,https://www.themoviedb.org/movie/496704-tremors-a-cold-day-in-hell
2526,Iron Sky (2012),"In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.",05/10/2012,57.0,"Action,Comedy,Science Fiction", 1h 33m,Timo Vuorensola,English,R,"$7,500,000.00","$10,109,659.00",https://www.themoviedb.org/movie/10679-iron-sky
2527,Happier Than Ever: A Love Letter to Los Angeles (2021),"Fresh off the heels of her brand-new album, ""Happier Than Ever,"" this cinematic concert experience features an intimate performance of every song in the album's sequential order – for the first and only time – from the stage of the legendary Hollywood Bowl.",09/03/2021,80.0,Music," 1h 5m
","Robert Rodriguez , Patrick Osborne",English,PG,-,-,https://www.themoviedb.org/movie/853088-happier-than-ever-a-love-letter-to-los-angeles
2528,The Spectacular Now (2013),"Sutter, a popular party animal, unexpectedly meets the introverted Aimee after waking up on a stranger's lawn. As Sutter deals with the problems in his life and Aimee plans for her future beyond school, an unexpected romance blossoms between them.",09/13/2013,66.0,"Comedy,Drama,Romance", 1h 35m,James Ponsoldt,English,R,"$2,500,000.00","$6,854,611.00",https://www.themoviedb.org/movie/157386-the-spectacular-now
2529,Gothika (2003),"After a car crash, a criminal psychologist regains consciousness only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband—but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",11/21/2003,61.0,"Horror,Thriller", 1h 38m,Mathieu Kassovitz,English,R,"$40,000,000.00","$141,591,324.00",https://www.themoviedb.org/movie/4970-gothika
2530,Operation Mincemeat (2022),"In 1943, two British intelligence officers concoct Operation Mincemeat, wherein their plan to drop a corpse with false papers off the coast of Spain would fool Nazi spies into believing the Allied forces were planning to attack by way of Greece rather than Sicily.",04/15/2022,65.0,"War,History,Drama"," 2h 8m
",John Madden,English,PG-13,-,-,https://www.themoviedb.org/movie/661231-operation-mincemeat
2531,The Virginity Hit (2010),"Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to survive friends with benefits, Internet hookups, even porn stars during an adventure that proves why you will always remember your first time.",09/24/2010,46.0,Comedy," 2h
   ","Andrew Gurland , Huck Botko",English,R,"$2,000,000.00","$636,706.00",https://www.themoviedb.org/movie/42889-the-virginity-hit
2532,Love The Way You Are (2019),"Opposites clash when spunky girl next door Lin Lin meets eccentric nerd Yuke. Despite being neighbors and schoolmates since childhood, Lin Lin and Yuke barely know each other. When the pair are both admitted into the same university, Lin Lin discovers that Yuke harbors a secret crush for campus beauty, Ruting. Ever the busybody, Lin Lin decides to matchmake Yuke and Ruting, only to find herself gradually falling for Yuke.",06/21/2019,52.0,"Romance,Comedy", 1h 30m,"Dai Meng Ying , Zhou Tong",Chinese,PG,-,-,https://www.themoviedb.org/movie/597295
2533,District B13 (2004),"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",11/09/2004,67.0,"Action,Thriller,Science Fiction", 1h 24m,Pierre Morel,French,R,"$12,000,000.00","$9,584,131.00",https://www.themoviedb.org/movie/10045-banlieue-13
2534,One Piece: Strong World (2009),"20 years after his escape from Impel Down, the legendary pirate Shiki, the Golden Lion, reappears causing massive upheaval to the Marines. During his long seclusion, he was able to come up with a scheme to bring the World Government to his knees. On his way to execute the plan, Shiki crosses paths with the Straw Hat Pirates and becomes so impressed with Nami's knowledge of meteorology that he abducts her to forcedly enlist her into his crew. Luffy and the gang end up on a strange land populated with monstrous beasts as they desperately search for Shiki and Nami.",12/12/2009,75.0,"Animation,Fantasy,Adventure", 1h 54m,Munehisa Sakai,Japanese,PG-13,-,"$53,000,000.00",https://www.themoviedb.org/movie/41498
2535,A Monster in Paris (2011),"Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief.",10/12/2011,68.0,"Adventure,Animation,Comedy,Family,Fantasy", 1h 30m,Bibo Bergeron,French,PG,"$25,000,000.00","$26,611,650.00",https://www.themoviedb.org/movie/77459-un-monstre-a-paris
2536,Stuart Little 2 (2002),"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",07/19/2002,57.0,"Family,Adventure,Animation,Comedy", 1h 18m,Rob Minkoff,English,G,"$120,000,000.00","$169,956,806.00",https://www.themoviedb.org/movie/10996-stuart-little-2
2537,Aladdin and the King of Thieves (1996),"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",08/13/1996,63.0,"Adventure,Animation,Family", 1h 21m,Tad Stones,English,G,-,-,https://www.themoviedb.org/movie/11238-aladdin-and-the-king-of-thieves
2538,Role Models (2008),"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",11/07/2008,65.0,Comedy, 1h 39m,David Wain,English,R,"$28,000,000.00","$92,380,927.00",https://www.themoviedb.org/movie/15373-role-models
2539,Aquamarine (2006),"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",09/28/2006,63.0,"Fantasy,Romance,Family,Comedy", 1h 44m,Elizabeth Allen Rosenbaum,English,PG,"$12,000,000.00","$23,006,849.00",https://www.themoviedb.org/movie/14191-aquamarine
2540,Mainstream (2021),A young woman thinks she’s found a path to internet stardom when she starts making YouTube videos with a charismatic stranger  – until the dark side of viral celebrity threatens to ruin them both.,05/07/2021,64.0,"Comedy,Drama", 1h 35m,Gia Coppola,English,R,"$5,000,000.00",-,https://www.themoviedb.org/movie/557950-mainstream
2541,The Smurfs: The Legend of Smurfy Hollow (2013),"When Brainy Smurf is favored to win the annual Smurfberry Hunt for the ninth year in a row, Gutsy Smurf sets out to discover how Brainy wins every year. Gutsy’s investigation takes him into spooky Smurfy Hollow–and right into Gargamel’s trap! Can Brainy and Gutsy, with the help of Smurfette, put aside their rivalry before Gargamel captures them–or worse, they come face-to-face with the legendary ghost, the Headless Horseman?",09/12/2013,69.0,"Comedy,Animation,Family,Fantasy"," 22m
  ",Stephan Franck,English,G,-,-,https://www.themoviedb.org/movie/220845-the-smurfs-the-legend-of-smurfy-hollow
2542,The Secret World of Arrietty (2010),"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",07/16/2010,76.0,"Fantasy,Animation,Family", 1h 34m,Hiromasa Yonebayashi,Japanese,G,"$23,000,000.00","$145,570,827.00",https://www.themoviedb.org/movie/51739
2543,Pet Sematary (1989),"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",04/21/1989,66.0,Horror, 1h 43m,Mary Lambert,English,R,"$11,500,000.00","$57,469,467.00",https://www.themoviedb.org/movie/8913-pet-sematary
2544,The Game Plan (2007),"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",09/28/2007,64.0,"Comedy,Family", 1h 50m,Andy Fickman,English,PG,"$22,000,000.00","$147,880,543.00",https://www.themoviedb.org/movie/13680-the-game-plan
2545,The Green Inferno (2013),"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",09/08/2013,56.0,"Horror,Thriller,Adventure", 1h 40m,Eli Roth,English,R,"$5,000,000.00","$12,666,449.00",https://www.themoviedb.org/movie/171424-the-green-inferno
2546,A Christmas Carol (2009),"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",11/06/2009,69.0,"Animation,Family,Drama,Fantasy", 1h 34m,Robert Zemeckis,English,PG,"$200,000,000.00","$325,286,646.00",https://www.themoviedb.org/movie/17979-a-christmas-carol
2547,Men of Honor (2000),"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",02/09/2001,74.0,Drama," 2h 9m
","George Tillman, Jr.",English,R,"$82,343,495.00","$48,814,909.00",https://www.themoviedb.org/movie/11978-men-of-honor
2548,Man on a Ledge (2012),"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",02/03/2012,64.0,"Action,Thriller,Crime", 1h 42m,Asger Leth,English,PG-13,"$42,000,000.00","$46,221,189.00",https://www.themoviedb.org/movie/49527-man-on-a-ledge
2549,Cold Pursuit (2019),"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",02/22/2019,57.0,"Action,Crime,Thriller", 1h 59m,Hans Petter Moland,English,R,"$60,000,000.00","$76,419,755.00",https://www.themoviedb.org/movie/438650-cold-pursuit
2550,V for Vendetta (2006),"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",03/17/2006,79.0,"Action,Thriller,Fantasy", 2h 12m,James McTeigue,English,R,"$54,000,000.00","$132,511,035.00",https://www.themoviedb.org/movie/752-v-for-vendetta
2551,Risen (2016),"Clavius, a powerful Roman military tribune, and his aide, Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",02/19/2016,61.0,"Drama,History", 1h 47m,Kevin Reynolds,English,PG-13,"$20,000,000.00","$46,069,568.00",https://www.themoviedb.org/movie/335778-risen
2552,Pokémon: The First Movie - Mewtwo Strikes Back (1998),"The adventure explodes into action with the debut of Mewtwo, a bio-engineered Pokémon created from the DNA of Mew, the rarest of all Pokémon. Determined to prove its superiority, Mewtwo lures Satoshi, Pikachu and others into a Pokémon match like none before. Mewtwo vs. Mew. Super-clones vs. Pokémon. It's the ultimate showdown ... with the very future of the world at stake!",07/18/1998,69.0,"Animation,Family,Adventure,Fantasy,Action", 1h 25m,Kunihiko Yuyama,Japanese,G,"$30,000,000.00","$163,644,662.00",https://www.themoviedb.org/movie/10228
2553,Boruto: Jump Festa 2016 Special (2017),"Team Konohamaru is given a mission to track down a suspicious person in the village. Meanwhile, before training with Shikadai and Inojin, Chocho tries to find potato chips when they seem to be sold out in every store.",07/27/2017,59.0,Animation," 12m
  ",Kunihiko Yuyama,Japanese,Not mentioned,-,-,https://www.themoviedb.org/movie/699570-boruto-jump-festa-special
2554,Camp Cool Kids (2017),"Encouraged by his quirky grandfather, a young boy faces his fears at summer camp.",08/25/2019,57.0,Family, 1h 44m,Lisa Arnold,English,L,"$1,000,000.00","$5,199.00",https://www.themoviedb.org/movie/467988-camp-cool-kids
2555,Career Opportunities (1991),"Josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave town but is disoriented. Her decision is finalized after she falls asleep in a Target dressing room. She awakens to find herself locked in the store overnight with the janitor, Jim, the town ""no hoper"" and liar.",03/29/1991,68.0,"Romance,Comedy", 1h 23m,Bryan Gordon,English,PG-13,"$6,000,000.00","$11,336,986.00",https://www.themoviedb.org/movie/16270-career-opportunities
2556,Warning: Do Not Play (2019),"A struggling director makes a desperate bid to dig into the urban legend about a film shot by a ghost, at the risk of her own life.",08/15/2019,60.0,"Horror,Mystery", 1h 25m,Kim Jin-won,Korean,15,-,-,https://www.themoviedb.org/movie/602508
2557,Monster High: Haunted (2015),"Lurk what's waiting for the Monster High ghouls when they bring their killer fashion to the howlways of the spooktacular Haunted High! When the ghouls of Monster High follow Spectra Vondergeist one day, they discover a creeperiffic Ghost World with an all-spirit school. But their scary-cute student bodies are hardly welcome with the very strict Principal Revenant, and she punishes Spectra with frightful detention chains that prevent her from re-joining Monster High. Now, it's up to the imperfectly perfect friends to take on ghostly forms in order to save one of their own from disappearing forever!",03/24/2015,73.0,"Animation,Family,Fantasy", 1h 15m,"Dan Fraga , William Lau",English,PG,-,-,https://www.themoviedb.org/movie/324963-monster-high-haunted
2558,Lassie Come Home (2020),"12-year-old Florian and his beloved dog Lassie live in an idyllic village in the German countryside. When Florian's father loses his job, the family have to move into a small apartment where there are no dogs allowed. Lassie is given away to another family, but Florian and Lassie yearn to be reunited again so Florian sets out on an adventure to find his best friend.",02/20/2020,66.0,"Adventure,Family", 1h 40m,Hanno Olderdissen,German,0,-,"$3,666,620.00",https://www.themoviedb.org/movie/657811-lassie-eine-abenteuerliche-reise
2559,A Cinderella Story (2004),"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",07/10/2004,65.0,"Comedy,Family,Romance", 1h 35m,Mark Rosman,English,PG,"$19,000,000.00","$70,067,909.00",https://www.themoviedb.org/movie/11247-a-cinderella-story
2560,King Arthur: Legend of the Sword (2017),"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",05/12/2017,65.0,"Action,Drama,Fantasy"," 2h 6m
",Guy Ritchie,English,PG-13,"$175,000,000.00","$148,675,066.00",https://www.themoviedb.org/movie/274857-king-arthur-legend-of-the-sword
